"unique_id","CalDate","binomial","DailyCount","genus","year","month"
"0049R",2006-07-26,"Aphis spp",4,"Aphis",2006,7
"0049R",2006-07-26,"Cavariella pastinacae",2,"Cavariella",2006,7
"0049R",2006-07-26,"Drepanosiphum platanoidis",8,"Drepanosiphum",2006,7
"0049R",2006-07-26,"Hyadaphis foeniculi",2,"Hyadaphis",2006,7
"0049R",2006-07-26,"Hyalopterus pruni",2,"Hyalopterus",2006,7
"0049R",2006-07-26,"Metopolophium dirhodum",12,"Metopolophium",2006,7
"0049R",2006-07-26,"Rhopalosiphum oxyacanthae",6,"Rhopalosiphum",2006,7
"0049R",2006-07-26,"Rhopalosiphum padi",6,"Rhopalosiphum",2006,7
"0049R",2006-07-26,"Sitobion avenae",20,"Sitobion",2006,7
"0049R",2006-07-26,"Sitobion fragariae",12,"Sitobion",2006,7
"0049R",2006-07-26,"Utamphorophora humboldti",2,"Utamphorophora",2006,7
"00511R",2007-07-14,"Drepanosiphum platanoidis",2,"Drepanosiphum",2007,7
"00511R",2007-07-14,"Euceraphis punctipennis",2,"Euceraphis",2007,7
"00511R",2007-07-14,"Eulachnus spp",1,"Eulachnus",2007,7
"00511R",2007-07-14,"Hyalopterus pruni",1,"Hyalopterus",2007,7
"00511R",2007-07-14,"Myzus cerasi",1,"Myzus",2007,7
"00511R",2007-07-14,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2007,7
"00511R",2007-07-14,"Rhopalosiphum padi",1,"Rhopalosiphum",2007,7
"00511R",2007-07-14,"Sitobion avenae",1,"Sitobion",2007,7
"00511R",2007-07-14,"Tubaphis ranunculina",1,"Tubaphis",2007,7
"00511R",2007-07-14,"Tuberculatus annulatus",1,"Tuberculatus",2007,7
"00511R",2007-07-14,"Uroleucon spp",1,"Uroleucon",2007,7
"00511R",2007-07-14,"Utamphorophora humboldti",1,"Utamphorophora",2007,7
"00512R",2007-07-19,"Drepanosiphum platanoidis",10,"Drepanosiphum",2007,7
"00512R",2007-07-19,"Euceraphis punctipennis",1,"Euceraphis",2007,7
"00512R",2007-07-19,"Rhopalosiphum oxyacanthae",1,"Rhopalosiphum",2007,7
"00512R",2007-07-19,"Rhopalosiphum padi",1,"Rhopalosiphum",2007,7
"00512R",2007-07-19,"Sitobion avenae",1,"Sitobion",2007,7
"00512R",2007-07-19,"Utamphorophora humboldti",1,"Utamphorophora",2007,7
"00515R",2007-08-12,"Aphis spp",1,"Aphis",2007,8
"00515R",2007-08-12,"Brachycaudus helichrysi",1,"Brachycaudus",2007,8
"00515R",2007-08-12,"Capitophorus hippophaes",1,"Capitophorus",2007,8
"00515R",2007-08-12,"Drepanosiphum platanoidis",13,"Drepanosiphum",2007,8
"00515R",2007-08-12,"Hyalopterus pruni",7,"Hyalopterus",2007,8
"00515R",2007-08-12,"Myzocallis castanicola",1,"Myzocallis",2007,8
"00515R",2007-08-12,"Nearctaphis bakeri",1,"Nearctaphis",2007,8
"00515R",2007-08-12,"Rhopalosiphum oxyacanthae",3,"Rhopalosiphum",2007,8
"00515R",2007-08-12,"Sitobion avenae",8,"Sitobion",2007,8
"00515R",2007-08-12,"Tuberculatus annulatus",2,"Tuberculatus",2007,8
"00515R",2007-08-12,"Tuberculatus borealis",1,"Tuberculatus",2007,8
"00515R",2007-08-12,"Utamphorophora humboldti",2,"Utamphorophora",2007,8
"00518R",2007-08-28,"Anoecia corni",2,"Anoecia",2007,8
"00518R",2007-08-28,"Aphis fabae gp.",1,"Aphis",2007,8
"00518R",2007-08-28,"Aphis spp",3,"Aphis",2007,8
"00518R",2007-08-28,"Brachycaudus helichrysi",5,"Brachycaudus",2007,8
"00518R",2007-08-28,"Cavariella aegopodii",1,"Cavariella",2007,8
"00518R",2007-08-28,"Cavariella pastinacae",1,"Cavariella",2007,8
"00518R",2007-08-28,"Cinara spp",1,"Cinara",2007,8
"00518R",2007-08-28,"Cryptomyzus galeopsidis",1,"Cryptomyzus",2007,8
"00518R",2007-08-28,"Drepanosiphum platanoidis",20,"Drepanosiphum",2007,8
"00518R",2007-08-28,"Eriosoma patchiae",3,"Eriosoma",2007,8
"00518R",2007-08-28,"Hyalopterus pruni",4,"Hyalopterus",2007,8
"00518R",2007-08-28,"Macrosiphum euphorbiae",1,"Macrosiphum",2007,8
"00518R",2007-08-28,"Metopolophium dirhodum",4,"Metopolophium",2007,8
"00518R",2007-08-28,"Pemphigus spp",8,"Pemphigus",2007,8
"00518R",2007-08-28,"Rhopalosiphum oxyacanthae",8,"Rhopalosiphum",2007,8
"00518R",2007-08-28,"Rhopalosiphum padi",11,"Rhopalosiphum",2007,8
"00518R",2007-08-28,"Sitobion avenae",5,"Sitobion",2007,8
"00518R",2007-08-28,"Sitobion fragariae",2,"Sitobion",2007,8
"00518R",2007-08-28,"Thecabius affinis",1,"Thecabius",2007,8
"00518R",2007-08-28,"Tuberculatus annulatus",3,"Tuberculatus",2007,8
"00518R",2007-08-28,"Tuberculatus borealis",2,"Tuberculatus",2007,8
"00518R",2007-08-28,"Utamphorophora humboldti",1,"Utamphorophora",2007,8
"00519R",2007-09-05,"Aphis fabae gp.",1,"Aphis",2007,9
"00519R",2007-09-05,"Aphis spp",7,"Aphis",2007,9
"00519R",2007-09-05,"Brachycaudus helichrysi",1,"Brachycaudus",2007,9
"00519R",2007-09-05,"Cavariella archangelicae",1,"Cavariella",2007,9
"00519R",2007-09-05,"Cavariella konoi",1,"Cavariella",2007,9
"00519R",2007-09-05,"Drepanosiphum platanoidis",13,"Drepanosiphum",2007,9
"00519R",2007-09-05,"Eriosoma patchiae",1,"Eriosoma",2007,9
"00519R",2007-09-05,"Metopolophium festucae",1,"Metopolophium",2007,9
"00519R",2007-09-05,"Pemphigus spp",8,"Pemphigus",2007,9
"00519R",2007-09-05,"Rhopalosiphum oxyacanthae",11,"Rhopalosiphum",2007,9
"00519R",2007-09-05,"Rhopalosiphum padi",33,"Rhopalosiphum",2007,9
"00519R",2007-09-05,"Sitobion avenae",1,"Sitobion",2007,9
"00519R",2007-09-05,"Thecabius affinis",2,"Thecabius",2007,9
"00519R",2007-09-05,"Tuberculatus annulatus",7,"Tuberculatus",2007,9
"00519R",2007-09-05,"Utamphorophora humboldti",4,"Utamphorophora",2007,9
"00521R",2007-09-25,"Aphis spp",2,"Aphis",2007,9
"00521R",2007-09-25,"Cavariella aegopodii",1,"Cavariella",2007,9
"00521R",2007-09-25,"Metopolophium dirhodum",1,"Metopolophium",2007,9
"00521R",2007-09-25,"Rhopalosiphum oxyacanthae",6,"Rhopalosiphum",2007,9
"00521R",2007-09-25,"Rhopalosiphum padi",55,"Rhopalosiphum",2007,9
"00523R",2007-10-21,"Ceruraphis eriophori",4,"Ceruraphis",2007,10
"00523R",2007-10-21,"Drepanosiphum platanoidis",2,"Drepanosiphum",2007,10
"00523R",2007-10-21,"Pemphigus spp",2,"Pemphigus",2007,10
"00523R",2007-10-21,"Phyllaphis fagi",2,"Phyllaphis",2007,10
"00523R",2007-10-21,"Rhopalomyzus lonicerae",2,"Rhopalomyzus",2007,10
"00523R",2007-10-21,"Rhopalosiphum oxyacanthae",44,"Rhopalosiphum",2007,10
"00523R",2007-10-21,"Rhopalosiphum padi",34,"Rhopalosiphum",2007,10
"00523R",2007-10-21,"Sitobion fragariae",2,"Sitobion",2007,10
"00523R",2007-10-21,"Tuberculatus annulatus",8,"Tuberculatus",2007,10
"00523R",2007-10-21,"Tuberculatus borealis",2,"Tuberculatus",2007,10
"00525R",2007-10-30,"Euceraphis punctipennis",1,"Euceraphis",2007,10
"00525R",2007-10-30,"Rhopalosiphum oxyacanthae",5,"Rhopalosiphum",2007,10
"00525R",2007-10-30,"Rhopalosiphum padi",1,"Rhopalosiphum",2007,10
"0053R",2007-05-18,"Aphis spp",1,"Aphis",2007,5
"0053R",2007-05-18,"Aulacorthum solani",1,"Aulacorthum",2007,5
"0053R",2007-05-18,"Brachycaudus helichrysi",1,"Brachycaudus",2007,5
"0053R",2007-05-18,"Cavariella aegopodii",1,"Cavariella",2007,5
"0053R",2007-05-18,"Elatobium abietinum",5,"Elatobium",2007,5
"0053R",2007-05-18,"Metopolophium dirhodum",1,"Metopolophium",2007,5
"0053R",2007-05-18,"Metopolophium frisicum",1,"Metopolophium",2007,5
"0053R",2007-05-18,"Utamphorophora humboldti",3,"Utamphorophora",2007,5
"0054R",2007-05-27,"Acyrthosiphon malvae",1,"Acyrthosiphon",2007,5
"0054R",2007-05-27,"Aphis spp",24,"Aphis",2007,5
"0054R",2007-05-27,"Brachycaudus helichrysi",3,"Brachycaudus",2007,5
"0054R",2007-05-27,"Drepanosiphum platanoidis",1,"Drepanosiphum",2007,5
"0054R",2007-05-27,"Elatobium abietinum",22,"Elatobium",2007,5
"0054R",2007-05-27,"Hyperomyzus lactucae",1,"Hyperomyzus",2007,5
"0054R",2007-05-27,"Metopolophium dirhodum",1,"Metopolophium",2007,5
"0054R",2007-05-27,"Metopolophium frisicum",1,"Metopolophium",2007,5
"0054R",2007-05-27,"Microlophium carnosum",2,"Microlophium",2007,5
"0054R",2007-05-27,"Myzus ascalonicus",1,"Myzus",2007,5
"0054R",2007-05-27,"Myzus persicae",1,"Myzus",2007,5
"0054R",2007-05-27,"Rhopalosiphum padi",3,"Rhopalosiphum",2007,5
"0054R",2007-05-27,"Utamphorophora humboldti",3,"Utamphorophora",2007,5
"0056R",2007-06-06,"Aphis spp",1,"Aphis",2007,6
"0056R",2007-06-06,"Brachycaudus helichrysi",3,"Brachycaudus",2007,6
"0056R",2007-06-06,"Cinara spp",1,"Cinara",2007,6
"0056R",2007-06-06,"Drepanosiphum platanoidis",13,"Drepanosiphum",2007,6
"0056R",2007-06-06,"Elatobium abietinum",2,"Elatobium",2007,6
"0056R",2007-06-06,"Metopolophium dirhodum",1,"Metopolophium",2007,6
"0056R",2007-06-06,"Metopolophium festucae",1,"Metopolophium",2007,6
"0056R",2007-06-06,"Microlophium carnosum",4,"Microlophium",2007,6
"0056R",2007-06-06,"Myzus certus",1,"Myzus",2007,6
"0056R",2007-06-06,"Rhopalosiphum oxyacanthae",1,"Rhopalosiphum",2007,6
"0056R",2007-06-06,"Rhopalosiphum padi",2,"Rhopalosiphum",2007,6
"0056R",2007-06-06,"Tubaphis ranunculina",1,"Tubaphis",2007,6
"0056R",2007-06-06,"Utamphorophora humboldti",10,"Utamphorophora",2007,6
"0058R",2007-06-23,"Acyrthosiphon pisum",2,"Acyrthosiphon",2007,6
"0058R",2007-06-23,"Drepanosiphum platanoidis",48,"Drepanosiphum",2007,6
"0058R",2007-06-23,"Macrosiphum spp",2,"Macrosiphum",2007,6
"0058R",2007-06-23,"Microlophium carnosum",2,"Microlophium",2007,6
"0058R",2007-06-23,"Myzocallis spp",2,"Myzocallis",2007,6
"0058R",2007-06-23,"Myzus persicae",2,"Myzus",2007,6
"0058R",2007-06-23,"Myzus cerasi",8,"Myzus",2007,6
"0058R",2007-06-23,"Phyllaphis fagi",4,"Phyllaphis",2007,6
"0058R",2007-06-23,"Sitobion avenae",6,"Sitobion",2007,6
"0058R",2007-06-23,"Utamphorophora humboldti",2,"Utamphorophora",2007,6
"00610R",2008-07-03,"Acyrthosiphon pisum",3,"Acyrthosiphon",2008,7
"00610R",2008-07-03,"Aphis fabae gp.",5,"Aphis",2008,7
"00610R",2008-07-03,"Aphis sambuci",1,"Aphis",2008,7
"00610R",2008-07-03,"Brachycaudus helichrysi",1,"Brachycaudus",2008,7
"00610R",2008-07-03,"Calaphis flava",1,"Calaphis",2008,7
"00610R",2008-07-03,"Cavariella aegopodii",2,"Cavariella",2008,7
"00610R",2008-07-03,"Cavariella konoi",1,"Cavariella",2008,7
"00610R",2008-07-03,"Chaitophorus spp",1,"Chaitophorus",2008,7
"00610R",2008-07-03,"Drepanosiphum platanoidis",3,"Drepanosiphum",2008,7
"00610R",2008-07-03,"Dysaphis plantaginea",1,"Dysaphis",2008,7
"00610R",2008-07-03,"Eucallipterus tiliae",1,"Eucallipterus",2008,7
"00610R",2008-07-03,"Euceraphis punctipennis",5,"Euceraphis",2008,7
"00610R",2008-07-03,"Hyalopterus pruni",1,"Hyalopterus",2008,7
"00610R",2008-07-03,"Hyperomyzus lactucae",1,"Hyperomyzus",2008,7
"00610R",2008-07-03,"Metopolophium dirhodum",1,"Metopolophium",2008,7
"00610R",2008-07-03,"Myzocallis castanicola",13,"Myzocallis",2008,7
"00610R",2008-07-03,"Myzus persicae",2,"Myzus",2008,7
"00610R",2008-07-03,"Myzus cerasi",5,"Myzus",2008,7
"00610R",2008-07-03,"Pterocallis alni",3,"Pterocallis",2008,7
"00610R",2008-07-03,"Rhopalosiphum oxyacanthae",8,"Rhopalosiphum",2008,7
"00610R",2008-07-03,"Rhopalosiphum padi",3,"Rhopalosiphum",2008,7
"00614R",2008-07-29,"Acyrthosiphon pisum",2,"Acyrthosiphon",2008,7
"00614R",2008-07-29,"Aphis spp",1,"Aphis",2008,7
"00614R",2008-07-29,"Brachycaudus helichrysi",1,"Brachycaudus",2008,7
"00614R",2008-07-29,"Cavariella pastinacae",2,"Cavariella",2008,7
"00614R",2008-07-29,"Chaitophorus spp",1,"Chaitophorus",2008,7
"00614R",2008-07-29,"Hyadaphis foeniculi",2,"Hyadaphis",2008,7
"00614R",2008-07-29,"Hyalopterus pruni",2,"Hyalopterus",2008,7
"00614R",2008-07-29,"Myzus cerasi",4,"Myzus",2008,7
"00614R",2008-07-29,"Pterocallis alni",2,"Pterocallis",2008,7
"00614R",2008-07-29,"Rhopalosiphoninus staphyleae",1,"Rhopalosiphoninus",2008,7
"00614R",2008-07-29,"Rhopalosiphum oxyacanthae",5,"Rhopalosiphum",2008,7
"00614R",2008-07-29,"Rhopalosiphum padi",4,"Rhopalosiphum",2008,7
"00614R",2008-07-29,"Sitobion avenae",10,"Sitobion",2008,7
"00616R",2008-08-15,"Cavariella theobaldi",2,"Cavariella",2008,8
"00616R",2008-08-15,"Drepanosiphum platanoidis",2,"Drepanosiphum",2008,8
"00616R",2008-08-15,"Hyalopterus pruni",2,"Hyalopterus",2008,8
"00616R",2008-08-15,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2008,8
"00616R",2008-08-15,"Rhopalosiphum padi",4,"Rhopalosiphum",2008,8
"00616R",2008-08-15,"Sitobion avenae",6,"Sitobion",2008,8
"00617R",2008-08-21,"Cavariella aegopodii",2,"Cavariella",2008,8
"00617R",2008-08-21,"Rhopalosiphum oxyacanthae",12,"Rhopalosiphum",2008,8
"00617R",2008-08-21,"Sitobion avenae",4,"Sitobion",2008,8
"00617R",2008-08-21,"Utamphorophora humboldti",2,"Utamphorophora",2008,8
"00621R",2008-09-17,"Brachycaudus helichrysi",2,"Brachycaudus",2008,9
"00621R",2008-09-17,"Capitophorus similis",2,"Capitophorus",2008,9
"00621R",2008-09-17,"Rhopalosiphum maidis",2,"Rhopalosiphum",2008,9
"00621R",2008-09-17,"Rhopalosiphum oxyacanthae",6,"Rhopalosiphum",2008,9
"00621R",2008-09-17,"Rhopalosiphum padi",38,"Rhopalosiphum",2008,9
"00622R",2008-09-24,"Pemphigus spp",2,"Pemphigus",2008,9
"00622R",2008-09-24,"Rhopalosiphum oxyacanthae",38,"Rhopalosiphum",2008,9
"00622R",2008-09-24,"Rhopalosiphum padi",66,"Rhopalosiphum",2008,9
"00622R",2008-09-24,"Sitobion fragariae",2,"Sitobion",2008,9
"00623R",2008-10-06,"Ceruraphis eriophori",2,"Ceruraphis",2008,10
"00623R",2008-10-06,"Dysaphis spp",2,"Dysaphis",2008,10
"00623R",2008-10-06,"Pemphigus spp",2,"Pemphigus",2008,10
"00623R",2008-10-06,"Rhopalosiphum oxyacanthae",60,"Rhopalosiphum",2008,10
"00623R",2008-10-06,"Rhopalosiphum padi",20,"Rhopalosiphum",2008,10
"00626R",2008-10-22,"Rhopalosiphum oxyacanthae",6,"Rhopalosiphum",2008,10
"00626R",2008-10-22,"Rhopalosiphum padi",2,"Rhopalosiphum",2008,10
"0063R",2008-05-19,"Aphis spp",1,"Aphis",2008,5
"0063R",2008-05-19,"Elatobium abietinum",14,"Elatobium",2008,5
"0065R",2008-05-29,"Elatobium abietinum",7,"Elatobium",2008,5
"0065R",2008-05-29,"Euceraphis punctipennis",10,"Euceraphis",2008,5
"0065R",2008-05-29,"Metopolophium dirhodum",1,"Metopolophium",2008,5
"0065R",2008-05-29,"Myzus lythri",4,"Myzus",2008,5
"0065R",2008-05-29,"Phyllaphis fagi",2,"Phyllaphis",2008,5
"0065R",2008-05-29,"Rhopalosiphum padi",1,"Rhopalosiphum",2008,5
"0066R",2008-06-09,"Brachycaudus helichrysi",3,"Brachycaudus",2008,6
"0066R",2008-06-09,"Cavariella aegopodii",1,"Cavariella",2008,6
"0066R",2008-06-09,"Cavariella pastinacae",1,"Cavariella",2008,6
"0066R",2008-06-09,"Drepanosiphum platanoidis",1,"Drepanosiphum",2008,6
"0066R",2008-06-09,"Elatobium abietinum",4,"Elatobium",2008,6
"0066R",2008-06-09,"Eriosoma ulmi",2,"Eriosoma",2008,6
"0066R",2008-06-09,"Euceraphis punctipennis",2,"Euceraphis",2008,6
"0066R",2008-06-09,"Hyadaphis foeniculi",1,"Hyadaphis",2008,6
"0066R",2008-06-09,"Myzocallis castanicola",3,"Myzocallis",2008,6
"0066R",2008-06-09,"Phyllaphis fagi",8,"Phyllaphis",2008,6
"0066R",2008-06-09,"Tuberculatus annulatus",8,"Tuberculatus",2008,6
"0066R",2008-06-09,"Tuberculatus borealis",2,"Tuberculatus",2008,6
"0069R",2008-06-30,"Acyrthosiphon pisum",1,"Acyrthosiphon",2008,6
"0069R",2008-06-30,"Acyrthosiphon loti",1,"Acyrthosiphon",2008,6
"0069R",2008-06-30,"Aphis fabae gp.",1,"Aphis",2008,6
"0069R",2008-06-30,"Aphis rumicis",1,"Aphis",2008,6
"0069R",2008-06-30,"Aphis spp",1,"Aphis",2008,6
"0069R",2008-06-30,"Cavariella aegopodii",1,"Cavariella",2008,6
"0069R",2008-06-30,"Drepanosiphum platanoidis",4,"Drepanosiphum",2008,6
"0069R",2008-06-30,"Metopolophium dirhodum",1,"Metopolophium",2008,6
"0069R",2008-06-30,"Myzocallis castanicola",11,"Myzocallis",2008,6
"0069R",2008-06-30,"Myzocallis coryli",1,"Myzocallis",2008,6
"0069R",2008-06-30,"Phyllaphis fagi",1,"Phyllaphis",2008,6
"0069R",2008-06-30,"Pterocallis alni",2,"Pterocallis",2008,6
"0069R",2008-06-30,"Rhopalosiphum oxyacanthae",4,"Rhopalosiphum",2008,6
"0069R",2008-06-30,"Rhopalosiphum padi",1,"Rhopalosiphum",2008,6
"0069R",2008-06-30,"Sitobion avenae",1,"Sitobion",2008,6
"0069R",2008-06-30,"Tuberculatus annulatus",2,"Tuberculatus",2008,6
"00710R",2009-07-31,"Drepanosiphum platanoidis",4,"Drepanosiphum",2009,7
"00710R",2009-07-31,"Rhopalosiphum oxyacanthae",6,"Rhopalosiphum",2009,7
"00710R",2009-07-31,"Sitobion fragariae",2,"Sitobion",2009,7
"00711R",2009-08-11,"Drepanosiphum platanoidis",8,"Drepanosiphum",2009,8
"00711R",2009-08-11,"Rhopalosiphum oxyacanthae",14,"Rhopalosiphum",2009,8
"00711R",2009-08-11,"Rhopalosiphum padi",6,"Rhopalosiphum",2009,8
"00711R",2009-08-11,"Tuberculatus annulatus",2,"Tuberculatus",2009,8
"00711R",2009-08-11,"Tuberculatus borealis",8,"Tuberculatus",2009,8
"00714R",2009-08-27,"Anoecia corni",4,"Anoecia",2009,8
"00714R",2009-08-27,"Aphis spp",2,"Aphis",2009,8
"00714R",2009-08-27,"Drepanosiphum platanoidis",2,"Drepanosiphum",2009,8
"00714R",2009-08-27,"Metopolophium dirhodum",2,"Metopolophium",2009,8
"00714R",2009-08-27,"Pemphigus spp",2,"Pemphigus",2009,8
"00714R",2009-08-27,"Rhopalosiphum oxyacanthae",42,"Rhopalosiphum",2009,8
"00714R",2009-08-27,"Rhopalosiphum padi",10,"Rhopalosiphum",2009,8
"00714R",2009-08-27,"Sitobion avenae",2,"Sitobion",2009,8
"00714R",2009-08-27,"Tuberculatus annulatus",2,"Tuberculatus",2009,8
"00716R",2009-09-15,"Aphis spp",1,"Aphis",2009,9
"00716R",2009-09-15,"Brevicoryne brassicae",1,"Brevicoryne",2009,9
"00716R",2009-09-15,"Drepanosiphum platanoidis",38,"Drepanosiphum",2009,9
"00716R",2009-09-15,"Eriosoma patchiae",6,"Eriosoma",2009,9
"00716R",2009-09-15,"Hyperomyzus spp",1,"Hyperomyzus",2009,9
"00716R",2009-09-15,"Pemphigus spp",4,"Pemphigus",2009,9
"00716R",2009-09-15,"Rhopalosiphum oxyacanthae",28,"Rhopalosiphum",2009,9
"00716R",2009-09-15,"Rhopalosiphum padi",17,"Rhopalosiphum",2009,9
"00717R",2009-09-19,"Anoecia corni",2,"Anoecia",2009,9
"00717R",2009-09-19,"Drepanosiphum platanoidis",19,"Drepanosiphum",2009,9
"00717R",2009-09-19,"Eriosoma patchiae",2,"Eriosoma",2009,9
"00717R",2009-09-19,"Pemphigus spp",1,"Pemphigus",2009,9
"00717R",2009-09-19,"Rhopalosiphum oxyacanthae",42,"Rhopalosiphum",2009,9
"00717R",2009-09-19,"Rhopalosiphum padi",3,"Rhopalosiphum",2009,9
"00717R",2009-09-19,"Tuberculatus borealis",1,"Tuberculatus",2009,9
"00718R",2009-10-19,"Drepanosiphum platanoidis",4,"Drepanosiphum",2009,10
"00718R",2009-10-19,"Pemphigus spp",2,"Pemphigus",2009,10
"00718R",2009-10-19,"Rhopalosiphum oxyacanthae",34,"Rhopalosiphum",2009,10
"00718R",2009-10-19,"Rhopalosiphum padi",14,"Rhopalosiphum",2009,10
"00718R",2009-10-19,"Sitobion fragariae",4,"Sitobion",2009,10
"00719R",2009-10-22,"Drepanosiphum platanoidis",8,"Drepanosiphum",2009,10
"00719R",2009-10-22,"Rhopalosiphum oxyacanthae",28,"Rhopalosiphum",2009,10
"00719R",2009-10-22,"Rhopalosiphum padi",14,"Rhopalosiphum",2009,10
"0072R",2009-05-16,"Aulacorthum solani",1,"Aulacorthum",2009,5
"0072R",2009-05-16,"Brachycaudus cardui",1,"Brachycaudus",2009,5
"0072R",2009-05-16,"Dysaphis spp",1,"Dysaphis",2009,5
"0072R",2009-05-16,"Elatobium abietinum",5,"Elatobium",2009,5
"0073R",2009-05-26,"Aphis spp",1,"Aphis",2009,5
"0073R",2009-05-26,"Brachycaudus helichrysi",1,"Brachycaudus",2009,5
"0073R",2009-05-26,"Drepanosiphum platanoidis",13,"Drepanosiphum",2009,5
"0073R",2009-05-26,"Elatobium abietinum",20,"Elatobium",2009,5
"0073R",2009-05-26,"Metopolophium festucae",1,"Metopolophium",2009,5
"0073R",2009-05-26,"Metopolophium frisicum",1,"Metopolophium",2009,5
"0073R",2009-05-26,"Myzus ascalonicus",1,"Myzus",2009,5
"0073R",2009-05-26,"Rhopalosiphum oxyacanthae",1,"Rhopalosiphum",2009,5
"0074R",2009-06-16,"Aphis spp",2,"Aphis",2009,6
"0074R",2009-06-16,"Drepanosiphum platanoidis",12,"Drepanosiphum",2009,6
"0074R",2009-06-16,"Linosiphon galiophagum",4,"Linosiphon",2009,6
"0074R",2009-06-16,"Metopolophium dirhodum",2,"Metopolophium",2009,6
"0075R",2009-06-18,"Brachycaudus helichrysi",4,"Brachycaudus",2009,6
"0075R",2009-06-18,"Drepanosiphum platanoidis",6,"Drepanosiphum",2009,6
"0075R",2009-06-18,"Elatobium abietinum",4,"Elatobium",2009,6
"0075R",2009-06-18,"Utamphorophora humboldti",4,"Utamphorophora",2009,6
"0078R",2009-07-20,"Drepanosiphum platanoidis",10,"Drepanosiphum",2009,7
"0078R",2009-07-20,"Euceraphis punctipennis",2,"Euceraphis",2009,7
"0078R",2009-07-20,"Rhopalosiphum oxyacanthae",16,"Rhopalosiphum",2009,7
"0078R",2009-07-20,"Rhopalosiphum padi",4,"Rhopalosiphum",2009,7
"0078R",2009-07-20,"Sitobion avenae",2,"Sitobion",2009,7
"00810R",2010-07-16,"Acyrthosiphon pisum",2,"Acyrthosiphon",2010,7
"00810R",2010-07-16,"Aphis spp",2,"Aphis",2010,7
"00810R",2010-07-16,"Capitophorus hippophaes",2,"Capitophorus",2010,7
"00810R",2010-07-16,"Euceraphis punctipennis",2,"Euceraphis",2010,7
"00810R",2010-07-16,"Metopolophium dirhodum",6,"Metopolophium",2010,7
"00810R",2010-07-16,"Rhopalosiphum oxyacanthae",4,"Rhopalosiphum",2010,7
"00810R",2010-07-16,"Rhopalosiphum padi",4,"Rhopalosiphum",2010,7
"00812R",2010-08-01,"Acyrthosiphon pisum",2,"Acyrthosiphon",2010,8
"00812R",2010-08-01,"Aphis fabae gp.",6,"Aphis",2010,8
"00812R",2010-08-01,"Aphis spp",6,"Aphis",2010,8
"00812R",2010-08-01,"Capitophorus hippophaes",4,"Capitophorus",2010,8
"00812R",2010-08-01,"Capitophorus similis",2,"Capitophorus",2010,8
"00812R",2010-08-01,"Cavariella pastinacae",4,"Cavariella",2010,8
"00812R",2010-08-01,"Drepanosiphum platanoidis",2,"Drepanosiphum",2010,8
"00812R",2010-08-01,"Macrosiphum euphorbiae",2,"Macrosiphum",2010,8
"00812R",2010-08-01,"Metopolophium dirhodum",32,"Metopolophium",2010,8
"00812R",2010-08-01,"Metopolophium festucae",2,"Metopolophium",2010,8
"00812R",2010-08-01,"Rhopalosiphum oxyacanthae",6,"Rhopalosiphum",2010,8
"00812R",2010-08-01,"Rhopalosiphum padi",14,"Rhopalosiphum",2010,8
"00812R",2010-08-01,"Sitobion avenae",8,"Sitobion",2010,8
"00812R",2010-08-01,"Sitobion fragariae",2,"Sitobion",2010,8
"00812R",2010-08-01,"Tuberculatus annulatus",2,"Tuberculatus",2010,8
"00815R",2010-08-23,"Drepanosiphum platanoidis",6,"Drepanosiphum",2010,8
"00815R",2010-08-23,"Rhopalosiphum oxyacanthae",4,"Rhopalosiphum",2010,8
"00815R",2010-08-23,"Rhopalosiphum padi",6,"Rhopalosiphum",2010,8
"00817R",2010-09-09,"Cavariella aegopodii",2,"Cavariella",2010,9
"00817R",2010-09-09,"Eriosoma patchiae",2,"Eriosoma",2010,9
"00817R",2010-09-09,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2010,9
"00817R",2010-09-09,"Rhopalosiphum padi",8,"Rhopalosiphum",2010,9
"00817R",2010-09-09,"Sitobion avenae",2,"Sitobion",2010,9
"0081R",2010-05-15,"Drepanosiphum platanoidis",9,"Drepanosiphum",2010,5
"0081R",2010-05-15,"Euceraphis punctipennis",17,"Euceraphis",2010,5
"00820R",2010-09-25,"Rhopalosiphum oxyacanthae",12,"Rhopalosiphum",2010,9
"00820R",2010-09-25,"Rhopalosiphum padi",12,"Rhopalosiphum",2010,9
"00822R",2010-10-08,"Rhopalosiphum oxyacanthae",4,"Rhopalosiphum",2010,10
"00822R",2010-10-08,"Rhopalosiphum padi",24,"Rhopalosiphum",2010,10
"00825R",2010-10-31,"Drepanosiphum platanoidis",2,"Drepanosiphum",2010,10
"00825R",2010-10-31,"Rhopalosiphum oxyacanthae",6,"Rhopalosiphum",2010,10
"00825R",2010-10-31,"Rhopalosiphum padi",2,"Rhopalosiphum",2010,10
"0082R",2010-05-27,"Betulaphis quadrituberculata",1,"Betulaphis",2010,5
"0082R",2010-05-27,"Drepanosiphum platanoidis",33,"Drepanosiphum",2010,5
"0082R",2010-05-27,"Elatobium abietinum",2,"Elatobium",2010,5
"0082R",2010-05-27,"Myzocallis castanicola",1,"Myzocallis",2010,5
"0082R",2010-05-27,"Rhopalosiphum oxyacanthae",2,"Rhopalosiphum",2010,5
